Date,sample_return,lw_return
2015-07-08,-0.0044416509624790506,-0.002873789751008053
2015-07-09,-0.004712948001815872,-0.006085584944976426
2015-07-10,-0.011482255533114974,0.0012797106667146471
2015-07-13,0.006112440929544254,0.009482138740621869
2015-07-14,-0.000850360491148545,0.001984825724181183
2015-07-15,0.01395974442623367,0.000769881874900194
2015-07-16,0.0001807434284401047,0.0036952621988872846
2015-07-17,-0.0010740161086131253,-0.0009329129316009778
2015-07-20,0.003574544347866523,0.0069061216962567834
2015-07-21,0.0037883378148068064,0.001064340454627565
2015-07-22,-0.0004340708212287025,0.004062651003686007
2015-07-23,0.004785822706929038,-0.005522514145854369
2015-07-24,-0.02044361997991946,-0.012648982759114068
2015-07-27,-0.012840865324592488,-0.008739909093682262
2015-07-28,9.819091566738833e-06,-0.0016399408272662255
2015-07-29,0.014354712936576253,0.009993861515975989
2015-07-30,-0.00842520786291018,-4.8518430887169585e-05
2015-07-31,0.014572810738747204,0.006597775139175385
2015-08-03,0.00963107177023036,-0.001716643427464903
2015-08-04,0.00967351581425797,0.007150053856317858
2015-08-05,0.002453982149594689,-0.0018215836372200052
2015-08-06,-0.020426347406491456,-0.005047620938955224
2015-08-07,0.019050150071818713,0.006991629784778711
2015-08-10,-0.016139451247998034,-0.011295965528264718
2015-08-11,0.015257860720295354,0.0008686495713252449
2015-08-12,0.012331699581010509,-0.003783243479213757
2015-08-13,0.020209532118305108,0.0058554018610537445
2015-08-14,-0.00448061927986059,0.0035658253095115664
2015-08-17,-0.0004971764699254226,0.001848256536199289
2015-08-18,0.009024237048626786,0.0007265214488121215
2015-08-19,0.0308410494300484,0.013512261342509593
2015-08-20,-0.019748549682297396,-0.011966183415055492
2015-08-21,-0.003802607638295333,-0.007848033504908977
2015-08-24,-0.04038844115206743,-0.056692210086966996
2015-08-25,-0.019991590014552554,0.0031926747740048927
2015-08-26,-0.015718074106020465,-0.0032331110712453394
2015-08-27,0.0026304183721836526,0.012580406898391756
2015-08-28,-0.007157416770686507,-0.0035403306239393854
2015-08-31,0.02792720290944249,0.009021629835575543
2015-09-01,0.011385268582288275,-0.010664968708377617
2015-09-02,0.015817572493586923,0.009767236707120831
2015-09-03,0.0002414846512164909,0.009796447214337624
2015-09-04,0.015154663048637001,0.002902175394835057
2015-09-07,0.007579190016228702,-0.0027861600707832215
2015-09-08,-0.005802089204092505,0.0006233481261832181
2015-09-09,0.011134017863217743,0.014435403428338212
