,mean
sample_condition,65.89339157830526
lw_condition,22.3198949809385
sample_hhi,0.21479462456301293
lw_hhi,0.1208309827682376
sample_realized_vol,0.15427512088196102
lw_realized_vol,0.14628765171625036
sample_forecast_error,0.0461162635433342
lw_forecast_error,0.035627366926733225
sample_sharpe,1.4658082166575734
lw_sharpe,1.6542538586522781
sample_turnover,0.31659930467360037
lw_turnover,0.19705805769027662
lw_shrinkage,0.19222417299311426
